자원번호,자원명,분류
13210,Cytobacillus luteolus,Bacteria
13212,Jeotgalibacillus sp.,Bacteria
13213,Isoptericola sp.,Bacteria
13214,Marinococcus luteus,Bacteria
19393,Sphaerisporangium flaviroseum,Bacteria
19395,Streptosporangium sp.,Bacteria
19397,Saccharopolyspora endophytica,Bacteria
19398,Pseudonocardia sp.,Bacteria
19399,Nocardiopsis sp.,Bacteria
19401,Strepomyces nanhaiensis,Bacteria
19408,Jiangella sp.,Bacteria
19411,Myceligeneris sp.,Bacteria
19413,Haloactinobacterium album,Bacteria
22231,Rhodanobacter ginsenosidimutans,Bacteria
22232,Rhodanobacter panaciterrae,Bacteria
13215,Paenibacillus ginsenosidimutans,Bacteria
19419,Phycicoccus ginsenosidimutans,Bacteria
19420,Solirubrobacter ginsenosidimutans,Bacteria
19421,Terrabacter ginsenosidimutans,Bacteria
22242,Hyunsoonleella jejuensis,Bacteria
5603,Clostridium vincentii,Bacteria
22244,Lutimaribacter saemankumensis,Bacteria
22245,Parvularcula lutaonensis,Bacteria
19423,Mycobacterium gilvum,Bacteria
19424,Fridoribacterium sp.,Bacteria
22246,Flavobacterium sasangense,Bacteria
22247,Arenimonas oryziterrae,Bacteria
22249,Lysobacter oryzae,Bacteria
22250,Eiseniicola composti,Bacteria
22254,Marinobacterium maritimum,Bacteria
13220,Paenibacillus camelliae,Bacteria
13222,Paenibacillus pectinilyticus,Bacteria
13223,Paenibacillus pueri,Bacteria
22255,Roseivivax halodurans,Bacteria
22256,Agarivorans albus,Bacteria
13225,Enterococcus faecium,Bacteria
22258,Hymenobacter daecheongensis,Bacteria
22261,Anseongella ginsenosidimutans,Bacteria
22263,Spirosoma panaciterrae,Bacteria
5610,Fervidicola ferrireducens,Bacteria
22265,Costertonia aggregata,Bacteria
22266,Muricauda eckloniae,Bacteria
5616,Thermovenabulum gondwanense,Bacteria
5622,Vagococcus fluvialis,Bacteria
5623,Vagococcus lutrae,Bacteria
5624,Vagococcus salmoninarum,Bacteria
22274,Mucilaginibacter hankyongensis,Bacteria
22275,Mucilaginibacter panaciglaebae,Bacteria
22276,Ramlibacter ginsenosidimutans,Bacteria
19426,Nakamurella panacisegetis,Bacteria
19427,Patulibacter ginsengiterrae,Bacteria
19428,Arthrobacter ginsenosidimutans,Bacteria
19429,Nocardioides ginsenosidimutans,Bacteria
22279,Halomonas zhanjiangensis,Bacteria
22280,Marinobacter zhanjiangensis,Bacteria
13227,Virgibacillus zhanjiangensis,Bacteria
13228,Virgibacillus litoralis,Bacteria
19430,Arthrobacter halodurans,Bacteria
19431,Nocardiopsis terrae,Bacteria
19432,Rothia marina,Bacteria
19433,Sciscionella marina,Bacteria
5626,Geoalkalibacter subterraneus,Bacteria
19435,Dermacoccus sp.,Bacteria
22289,Sphingobium vulgare,Bacteria
19436,Patulibacter minatonensis,Bacteria
19437,Conexibacter woesei,Bacteria
19440,Herbiconiux ginsengi,Bacteria
19441,Leifsonia naganoensis,Bacteria
19442,Leifsonia poae,Bacteria
19444,Leifsonia shinshuensis,Bacteria
19446,Cryobacterium psychrotolerans,Bacteria
19447,Micromonospora sp.,Bacteria
19448,Micromonospora sp.,Bacteria
19449,Micromonospora sp.,Bacteria
22294,Cohnella xylanilytica,Bacteria
22295,Cohnella terrae,Bacteria
22296,Cohnella thailandensis,Bacteria
5627,Rhodoplanes piscinae,Bacteria
5608,Clostridium frigoris,Bacteria
22297,Cellulophaga tyrosinoxydans,Bacteria
22298,Jejuia pallidilutea,Bacteria
22299,Muriicola jejuensis,Bacteria
22300,Acetobacter syzygii,Bacteria
22305,Ferruginibacter lapsinanis,Bacteria
22306,Ferruginibacter alkalilentus,Bacteria
22311,Novosphingobium sediminicola,Bacteria
22316,Acetobacter lovaniensis,Bacteria
22317,Acetobacter pasteurianus subsp. ascendens,Bacteria
22319,Acetobacter pomorum,Bacteria
22320,Acetobacter senegalensis,Bacteria
22321,Gluconobacter kondonii,Bacteria
22323,Marinomonas vaga,Bacteria
22322,Acetobacter pasteurianus subsp. pasteurianus,Bacteria
22325,Pseudoalteromonas carrageenovora,Bacteria
22326,Pseudoalteromonas flavipulchra,Bacteria
22327,Pseudoalteromonas mariniglutinosa,Bacteria
5631,Thermoclostridium stercorarium subsp. thermolacticum,Bacteria
22329,Tenacibaculum crassostreae,Bacteria
22330,Erythrobacter gangjinensis,Bacteria
19458,Smaragdicoccus niigatensis,Bacteria
19459,Nocardioides panaciglaebae,Bacteria
19460,Actinoplanes sichuanensis,Bacteria
19461,Actinoplanes xinjiangensis,Bacteria
19462,Micromonospora sp.,Bacteria
19463,Micromonospora sp.,Bacteria
19464,Micromonospora sp.,Bacteria
19465,Micromonospora sp.,Bacteria
19466,Zhihengliuella salsuginis,Bacteria
13234,Halobacillus naozhouensis,Bacteria
13235,Halobacillus hunanensis,Bacteria
13237,Pontibacillus litoralis,Bacteria
19467,Nocardioides ginsengagri,Bacteria
19468,Nocardioides ginsengarvi,Bacteria
19469,Nocardioides ginsengisegetis,Bacteria
19470,Nocardioides panacisoli,Bacteria
19471,Nocardioides panaciterrulae,Bacteria
19472,Isoptericola sp.,Bacteria
19473,Nocardiopsis litoralis,Bacteria
22334,Hymenobacter tibetensis,Bacteria
22335,Hymenobacter xinjiangensis,Bacteria
22336,Lysobacter ximonensis,Bacteria
22337,Pontibacter korlensis,Bacteria
22338,Skermanella xinjiangensis,Bacteria
19474,Kineococcus xinjiangensis,Bacteria
19476,Ponticoccus gilvus,Bacteria
5700,Rhodovulum lacipunicei,Bacteria
5625,Thermotalea metallivorans,Bacteria
22339,Muricauda lutaonensis,Bacteria
22346,Salinarimonas rosea,Bacteria
22349,Sediminimonas qiaohouensis,Bacteria
22351,Fodinicurvata sediminis,Bacteria
19477,Tessaracoccus sp.,Bacteria
22352,Vibrio azureus,Bacteria
22354,Vibrio sagamiensis,Bacteria
22356,Photobacterium aquimaris,Bacteria
22361,Aequorivita aestuarii,Bacteria
5636,Campylobacter rectus,Bacteria
19478,Intrasporangiaceae sp.,Bacteria
19480,Haloactinospora chromogenes,Bacteria
19481,Haloglycomyces albus,Bacteria
19484,Leifsonia sp.,Bacteria
19485,Barrientosiimonas marina,Bacteria
19488,Actinomadura scrupuli,Bacteria
22370,Altererythrobacter marensis,Bacteria
22372,Loktanella pyoseonensis,Bacteria
22373,Mesonia phycicola,Bacteria
22375,Kosakonia arachidis,Bacteria
22378,Arachidicoccus rhizosphaerae,Bacteria
22379,Mucilaginibacter gossypiicola,Bacteria
22380,Mucilaginibacter gossypii,Bacteria
22381,Duganella sacchari,Bacteria
22382,Duganella radicis,Bacteria
22383,Methylobacillus rhizosphaerae,Bacteria
13244,Alkalihalobacillus trypoxylicola,Bacteria
13245,Bacillus korlensis,Bacteria
13246,Peribacillus deserti,Bacteria
22384,Hymenobacter deserti,Bacteria
19489,Salinibacterium sp.,Bacteria
19490,Salinibacterium sp.,Bacteria
22389,Hoeflea marina,Bacteria
22390,Hoeflea phototrophica,Bacteria
22391,Mesorhizobium thiogangeticum,Bacteria
22392,Pigmentiphaga kullae,Bacteria
5649,Desulfocurvibacter africanus subsp. uniflagellum,Bacteria
5653,Lacrimispora sphenoides,Bacteria
5654,Clostridium sporogenes,Bacteria
22398,Castellaniella ginsengisoli,Bacteria
19526,Microbacterium ginsengiterrae,Bacteria
22399,Acidovorax soli,Bacteria
22400,Alishewanella agri,Bacteria
22405,Sphingopyxis soli,Bacteria
22406,Tistlia consotensis,Bacteria
19527,Glycomyces mayteni,Bacteria
13248,Belliella pelovolcani,Bacteria
22429,Alishewanella jeotgali,Bacteria
13250,Marinilactibacillus sp.,Bacteria
13251,Carnobacterium jeotgali,Bacteria
22430,Shewanella aquimarina,Bacteria
22431,Shewanella gaetbuli,Bacteria
22432,Shewanella marisflavi,Bacteria
22433,Shewanella profunda,Bacteria
22434,Gramella portivictoriae,Bacteria
22436,Desertibacter roseus,Bacteria
22437,Mucilaginibacter ximonensis,Bacteria
22438,Pedobacter glucosidilyticus,Bacteria
22440,Shewanella marinintestina,Bacteria
19528,Zimmermannella alba,Bacteria
19529,Zimmermannella bifida,Bacteria
19530,Zimmermannella faecalis,Bacteria
19531,Pseudoclavibacter helvolus,Bacteria
13252,Paenibacillus sputi,Bacteria
13253,Oceanobacillus locisalsi,Bacteria
13254,Thalassobacillus hwangdonensis,Bacteria
22443,Gynumella flavus,Bacteria
22446,Sphingosinicella vermicomposti,Bacteria
22447,Haloferula luteola,Bacteria
5659,Dethiosulfovibrio salsuginis,Bacteria
5666,Tannerella forsythia,Bacteria
5667,Fervidicella metallireducens,Bacteria
5668,Sporolituus thermophilus,Bacteria
5670,Desulfosoma caldarium,Bacteria
19532,Streptomyces thermocarboxydus,Bacteria
22449,Rhodanobacter caeni,Bacteria
22450,Shinella daejeonensis,Bacteria
22451,Stenotrophomonas daejeonensis,Bacteria
22454,Castellaniella daejeonensis,Bacteria
22455,Allopusillimonas soli,Bacteria
22458,Ochrobactrum daejeonense,Bacteria
22461,Brevundimonas olei,Bacteria
19535,Actinoallomurus caesius,Bacteria
19536,Actinoallomurus fulvus,Bacteria
19537,Actinoallomurus amamiensis,Bacteria
19538,Actinoallomurus luridus,Bacteria
19539,Actinoallomurus iriomotensis,Bacteria
19540,Actinoallomurus yoronensis,Bacteria
19541,Actinoallomurus purpureus,Bacteria
19542,Actinoallomurus coprocola,Bacteria
22463,Azomonas macrocytogenes,Bacteria
22465,Azotobacter salinestris,Bacteria
22476,Sphingomonas oryziterrae,Bacteria
22477,Sphingomonas jinjuensis,Bacteria
22478,Roseomonas oryzicola,Bacteria
19543,Phycicoccus sp.,Bacteria
19546,Streptomyces xinghaiensis,Bacteria
19545,Promicromonospora sp.,Bacteria
22480,Paracoccus caeni,Bacteria
22481,Dyadobacter soli,Bacteria
19549,Agromyces soli,Bacteria
22483,Psychroflexus salinarum,Bacteria
22484,Marinimicrobium locisalis,Bacteria
22485,Salinihabitans flavidus,Bacteria
13257,Jeotgalibacillus salarius,Bacteria
13258,Alkalibacillus flavidus,Bacteria
13259,Virgibacillus byunsanensis,Bacteria
13260,Salimicrobium flavidum,Bacteria
13261,Planomicrobium flavidum,Bacteria
22486,Cobetia crustatorum,Bacteria
22487,Halomonas jeotgali,Bacteria
5673,Thermoclostridium stercorarium subsp. leptospartum,Bacteria
5677,"""Fusobacterium pseudoperiodonticum""",Bacteria
22488,Marinifilum fragile,Bacteria
5695,Clostridium septicum,Bacteria
5697,Clostridium spiroforme,Bacteria
5698,"""Clostridium tunisiense""",Bacteria
22491,Kordiimonas gwangyangensis,Bacteria
22492,Parashewanella spongiae,Bacteria
22493,Yeosuana aromativorans,Bacteria
19555,Mycobacterium yongonense,Bacteria
19556,Mycobacterium paraterrae,Bacteria
5699,Thioalbus denitrificans,Bacteria
22497,Pontibaca methylaminivorans,Bacteria
5701,Thiorhodococcus fuscus,Bacteria
5702,"""Marichromatium litoris""",Bacteria
19557,Zhihengliuella aestuarii,Bacteria
22500,Psychrosphaera haliotis,Bacteria
22503,Psychrobacter aestuarii,Bacteria
13278,Fictibacillus rigui,Bacteria
13280,Paenibacillus wooponensis,Bacteria
13282,Paenibacillus rigui,Bacteria
19558,Actinomodura meridiana,Bacteria
19559,Actinomodura rupiterrae,Bacteria
19560,Dactylosporangium darangshiense,Bacteria
22506,Shewanella fodinae,Bacteria
13286,Enterococcus asini,Bacteria
13287,Enterococcus columbae,Bacteria
13288,Enterococcus dispar,Bacteria
13289,Enterococcus durans,Bacteria
13291,Enterococcus gilvus,Bacteria
13292,Enterococcus pallens,Bacteria
13294,Enterococcus ratti,Bacteria
13295,Enterococcus sulfureus,Bacteria
5703,Phaeospirillum chandramohanii,Bacteria
22512,Methylobacterium dankookense,Bacteria
5708,Rhodovastum atsumiense,Bacteria
5710,Thiorhodococcus modestalkaliphilus,Bacteria
5711,Rhodoplanes pokkaliisoli,Bacteria
22513,Silvimonas iriomotensis,Bacteria
22514,Silvimonas amylolytica,Bacteria
22515,Phycisphaera mikurensis,Bacteria
22516,Perlucidibaca piscinae,Bacteria
13296,Ureibacillus sinduriensis,Bacteria
19564,Brachybacterium naphani,Bacteria
22518,Pseudomonas sesami,Bacteria
22525,Escherichia fergusonii,Bacteria
22526,Escherichia hermannii,Bacteria
22528,Shigella boydii,Bacteria
22530,Shigella sonnei,Bacteria
19565,Kitasatospora kazusanensis,Bacteria
19566,Kitasatospora saccharophila,Bacteria
19567,Nakamurella multipartita,Bacteria
5713,Ruminiclostridium cellobioparum subsp. termitidis,Bacteria
5715,Clostridium quinii,Bacteria
22531,Chryseobacterium jejuense,Bacteria
19568,Corynebacterium doosanense,Bacteria
22535,Aliivibrio sifiae,Bacteria
5716,Ruminiclostridium papyrosolvens,Bacteria
22538,Lutaonella thermophila,Bacteria
13300,Lentibacillus jeotgali,Bacteria
13301,Salinicoccus carnicancri,Bacteria
19569,Streptomyces sp.,Bacteria
5717,Phaeochromatium fluminis,Bacteria
13318,Bacillus gaemokensis,Bacteria
13319,Bacillus manliponensis,Bacteria
5720,Gottschalkia purinilytica,Bacteria
5721,Clostridium disporicum,Bacteria
5722,Eubacterium callanderi,Bacteria
5723,Bacteroides thetaiotaomicron,Bacteria
5725,Hungatella xylanolytica,Bacteria
5726,Clostridium gasigenes,Bacteria
19571,Streptomyces sp.,Bacteria
19572,Streptomyces sp.,Bacteria
22544,Chryseobacterium lathyri,Bacteria
22545,Chryseobacterium hagamense,Bacteria
22547,Chryseobacterium elymi,Bacteria
22548,Chryseobacterium rhizosphaerae,Bacteria
5405,Clostridium acetireducens,Bacteria
5728,Gemmobacter changlensis,Bacteria
5729,Cereibacter ovatus,Bacteria
22549,Consotaella salsifontis,Bacteria
13418,Vagococcus acidifermentans,Bacteria
22552,Shewanella algae,Bacteria
22553,Shewanella hanedai,Bacteria
22554,Shewanella morhuae,Bacteria
22558,Lysobacter xinjiangensis,Bacteria
22560,Niastella populi,Bacteria
22561,Parasegetibacter luojiensis,Bacteria
13422,Cohnella damuensis,Bacteria
19578,Agromyces flavus,Bacteria
19581,Amycolatopsis xylanica,Bacteria
19583,Micrococcus sp.,Bacteria
19584,Micrococcus sp.,Bacteria
19588,Nonomuraea sp.,Bacteria
19589,Promicromonospora sp.,Bacteria
19590,Pseudonocardia sp.,Bacteria
19591,Pseudonocardia sp.,Bacteria
19592,Saccharothrix sp.,Bacteria
13423,Lysinibacillus xylanilyticus,Bacteria
5732,Porphyromonas macacae,Bacteria
13429,Bacillus inaquosorum,Bacteria
19593,Agromyces atrinae,Bacteria
19594,Kocuria atrinae,Bacteria
19595,Kocuria koreensis,Bacteria
5733,Campylobacter ureolyticus,Bacteria
13435,Frondihabitans peucedani,Bacteria
13436,Koreibacter algae,Bacteria
19596,Marmoricola koreenicus,Bacteria
19597,Marmoricola scoriae,Bacteria
22579,Sphingomonas hankookensis,Bacteria
19599,Gordonia hankookensis,Bacteria
19600,Nocardioides caeni,Bacteria
19601,Nocardioides daedukensis,Bacteria
19602,Terrabacter terrigena,Bacteria
22604,Indibacter alkaliphilus,Bacteria
22606,Comamonas terrae,Bacteria
22608,Halomonas xinjiangensis,Bacteria
19616,Brevibacterium salitolerans,Bacteria
19617,Isoptericola salina,Bacteria
22609,Rhizobium kunmingense,Bacteria
22610,Wandonia haliotis,Bacteria
22612,Pseudomonas taeanensis,Bacteria
22613,Sphingobacterium cladoniae,Bacteria
5735,Caloramator mitchellensis,Bacteria
5736,Megamonas hypermegale,Bacteria
5738,Propionibacterium australiense,Bacteria
5739,Paraeggerthella hongkongensis,Bacteria
5741,Eggerthella sinensis,Bacteria
5742,Selenomonas artemidis,Bacteria
5743,Clostridium citroniae,Bacteria
5744,Clostridium aldenense,Bacteria
5745,Selenomonas dianae,Bacteria
5746,Selenomonas noxia,Bacteria
5747,Cutibacterium granulosum,Bacteria
5748,Selenomonas flueggei,Bacteria
5749,Lancefieldella rimae,Bacteria
22614,Aquimarina litoralis,Bacteria
22615,Gaetbulibacter jejuensis,Bacteria
22618,Tenacibaculum jejuense,Bacteria
22620,Rhodanobacter soli,Bacteria
13527,Yaniella soli,Bacteria
13528,Jeotgalibacillus terrae,Bacteria
13530,Levilactobacillus koreensis,Bacteria
5750,Howardella ureilytica,Bacteria
5751,Parabacteroides distasonis,Bacteria
5752,Acidipropionibacterium microaerophilum,Bacteria
5755,Propionibacterium cyclohexanicum,Bacteria
5757,Mediterraneibacter faecis,Bacteria
5758,Clostridium schirmacherense,Bacteria
5759,Thomasclavelia saccharogumia,Bacteria
5760,Mediterraneibacter glycyrrhizinilyticus,Bacteria
5761,Clostridium pascui,Bacteria
19621,Mycobacterium abscessus,Bacteria
5762,Actinomyces georgiae,Bacteria
13564,Fontibacillus panacisegetis,Bacteria
22629,Reinekea blandensis,Bacteria
22630,Algoriphagus lutimaris,Bacteria
22631,Brevundimonas naejangsanensis,Bacteria
22632,Marivita byunsanensis,Bacteria
22633,Jeongeupia naejangsanensis,Bacteria
22635,Lutibacter maritimus,Bacteria
22636,Pseudomonas mendocina,Bacteria
5766,Clostridium putrefaciens,Bacteria
5767,Clostridium fimetarium,Bacteria
22637,Thalassococcus halodurans,Bacteria
22689,Chryseobacterium buanense,Bacteria
22690,Aliiruegeria lutimaris,Bacteria
22691,Pseudoclavibacter chungangensis,Bacteria
13566,Bacillus chungangensis,Bacteria
22692,Roseomonas aestuarii,Bacteria
22696,Neisseria skkuensis,Bacteria
19624,Microcella alkaliphila,Bacteria
19625,Microcella putealis,Bacteria
5768,Desulfovibrio desulfuricans,Bacteria
22638,Aquimarina latercula,Bacteria
13573,Neobacillus vireti,Bacteria
19628,Angustibacter peucedani,Bacteria
19630,Motibacter aurantiacum,Bacteria
5772,Thermoanaerobacter mathranii subsp. mathranii,Bacteria
13583,Bhargavaea indica,Bacteria
22643,Ignatzschineria indica,Bacteria
22644,Ignatzschineria ureiclastica,Bacteria
19639,Mycobacterium aubagnense,Bacteria
19640,Mycobacterium conceptionense,Bacteria
19641,Mycobacterium brisbanense,Bacteria
19643,Mycobacterium immunogenum,Bacteria
19644,Mycobacterium canariasense,Bacteria
19646,Mycobacterium botniense,Bacteria
19647,Mycobacterium farcinogenes,Bacteria
19648,Mycobacterium heckeshornense,Bacteria
19649,Mycobacterium interjectum,Bacteria
19650,Mycobacterium holsaticum,Bacteria
22699,Daejeonella lutea,Bacteria
13584,Planococcus salinarum,Bacteria
22708,Roseivivax lentus,Bacteria
19651,Demequina sp.,Bacteria
22709,Algoriphagus taeanensis,Bacteria
22712,Pontibacter salisaro,Bacteria
19652,Leifsonia sp.,Bacteria
19653,Herbiconiux moechotypicola,Bacteria
19654,Microbacterium sp.,Bacteria
19655,Sinosporangium album,Bacteria
13604,Ureibacillus xyleni,Bacteria
13605,Ureibacillus acetophenoni,Bacteria
22721,Pedobacter yonginense,Bacteria
19656,Actinopolyspora xinjiangensis,Bacteria
19657,Actinopolyspora lacussalsi,Bacteria
19661,Allocatelliglobispora scoriae,Bacteria
19662,Labedaea rhizosphaerae,Bacteria
13606,Paenibacillus naphthalenovorans,Bacteria
19663,Kineococcus sp.,Bacteria
22647,Algoriphagus jejuensis,Bacteria
22649,Gangjinia marincola,Bacteria
22650,Roseivivax roseus,Bacteria
22653,Roseovarius albus,Bacteria
22655,Euzebyella saccharophila,Bacteria
19666,Nocardiopsis nikkonensis,Bacteria
22659,Pseudomonas guineae,Bacteria
22660,Pseudomonas peli,Bacteria
22661,Olleya aquimaris,Bacteria
22662,Xanthomarina spongicola,Bacteria
22663,Aquimarina spongiae,Bacteria
22665,Muricauda flava,Bacteria
22666,Grimontia marina,Bacteria
5785,Capnocytophaga granulosa,Bacteria
5786,Capnocytophaga haemolytica,Bacteria
5787,Capnocytophaga ochracea,Bacteria
22669,Lutibaculum baratangense,Bacteria
22671,Flavobacterium dongtanense,Bacteria
22672,Altererythrobacter dongtanensis,Bacteria
22683,Litorivicinus marina,Bacteria
22684,Saccharospirillum aestuarii,Bacteria
19668,Microbacterium azadirachtae,Bacteria
13619,Deinococcus humi,Bacteria
22729,Polaribacter gangjinensis,Bacteria
22735,Altererythrobacter aestuarii,Bacteria
22736,Altererythrobacter namhicola,Bacteria
22740,Idiomarina aestuarii,Bacteria
22687,Psychrobacter pacificensis,Bacteria
22743,Pseudidiomarina sediminum,Bacteria
5788,Porphyromonas gulae,Bacteria
5789,Capnocytophaga sputigena,Bacteria
5790,Capnocytophaga canimorsus,Bacteria
